	HvsL	HvsL	HvsL	HvsL	HvsL
pseudo_5424	pseudo_transcript_0	0.063566352	0.217284633	5	5
pseudo_5425	pseudo_transcript_0	0.827531501	-0.019230555	5	5
pseudo_5426	pseudo_transcript_0	0.146982074	-0.277592173	4	4
pseudo_5427	pseudo_transcript_0	0.157708776	0.207443021	5	5
pseudo_5428	pseudo_transcript_0	0.552690384	-0.079232419	5	5
pseudo_5429	pseudo_transcript_0	0.167979357	-0.0200184	5	5
pseudo_543	pseudo_transcript_0	0.227588987	0.140007037	5	5
pseudo_5430	pseudo_transcript_0	0.906003122	0.080137168	5	5
pseudo_5431	pseudo_transcript_0	0.199458336	0.208106248	5	5
pseudo_5432	pseudo_transcript_0	0.703311401	0.055283807	5	5
pseudo_5433	pseudo_transcript_0	0.280796109	-0.183832093	5	5
pseudo_5434	pseudo_transcript_0	0.366045683	-0.22310675	5	5
pseudo_5435	pseudo_transcript_0	0.669072289	0.053084659	5	5
pseudo_5436	pseudo_transcript_0	0.806860257	-0.028724431	5	5
pseudo_5437	pseudo_transcript_0	0.181989943	-0.193048903	5	5
pseudo_5438	pseudo_transcript_0	0.240330137	-0.317009819	5	5
pseudo_5439	pseudo_transcript_0	0.706399198	-0.071601062	5	5
pseudo_544	pseudo_transcript_0	0.096455154	-0.210265168	5	5
pseudo_5440	pseudo_transcript_0	0.100693987	-0.308191971	5	5
pseudo_5441	pseudo_transcript_0	0.786323045	-0.243235605	5	5
pseudo_5442	pseudo_transcript_0	0.509621811	-0.194320617	5	5
pseudo_5443	pseudo_transcript_0	0.588664521	-0.096805318	4	4
pseudo_5444	pseudo_transcript_0	0.822998912	-0.031245606	5	5
pseudo_5445	pseudo_transcript_0	0.756430395	0.049167379	5	5
pseudo_5446	pseudo_transcript_0	0.907321009	-0.037360987	5	5
pseudo_5447	pseudo_transcript_0	0.891524237	-0.064537365	5	5
pseudo_5448	pseudo_transcript_0	0.954244402	0.022068661	5	5
pseudo_5449	pseudo_transcript_0	0.384858246	-0.323311373	5	5
pseudo_545	pseudo_transcript_0	0.446730571	0.031329837	5	5
pseudo_5450	pseudo_transcript_0	0.218121107	-0.093522423	5	5
pseudo_5451	pseudo_transcript_0	0.796574041	0.007328584	5	5
pseudo_5452	pseudo_transcript_0	0.852233559	-0.128348406	5	5
pseudo_5453	pseudo_transcript_0	0.42663044	0.14784394	5	5
pseudo_5454	pseudo_transcript_0	0.011392101	-0.27786755	5	5
pseudo_5455	pseudo_transcript_0	0.616653493	0.05012354	5	5
pseudo_5456	pseudo_transcript_0	0.946960046	0.037572685	5	5
pseudo_5457	pseudo_transcript_0	0.676962735	-0.05392582	5	5
pseudo_5458	pseudo_transcript_0	0.408952399	0.107622218	5	5
pseudo_5459	pseudo_transcript_0	0.269458245	0.187758528	5	5
pseudo_546	pseudo_transcript_0	0.131865566	0.145769326	5	5
pseudo_5460	pseudo_transcript_0	0.336410002	-0.252514456	5	5
pseudo_5461	pseudo_transcript_0	0.500060376	0.08467112	5	5
pseudo_5462	pseudo_transcript_0	0.481226729	0.037852215	5	5
pseudo_5463	pseudo_transcript_0	0.020655104	-0.30759544	5	5
pseudo_5464	pseudo_transcript_0	0.561401781	0.047309683	4	4
pseudo_5465	pseudo_transcript_0	0.635507812	0.003850639	5	5
pseudo_5466	pseudo_transcript_0	0.531752693	-0.100594089	5	5
pseudo_5467	pseudo_transcript_0	0.853537915	0.122796604	5	5
pseudo_5468	pseudo_transcript_0	0.556032932	0.218868121	5	5
pseudo_5469	pseudo_transcript_0	0.906662033	0.07489425	5	5
pseudo_547	pseudo_transcript_0	0.03438843	0.259491115	5	5
pseudo_5470	pseudo_transcript_0	0.687334632	-0.072385439	5	5
pseudo_5471	pseudo_transcript_0	0.795290706	-0.153883126	5	5
pseudo_5472	pseudo_transcript_0	0.263021094	0.128593776	5	5
pseudo_5473	pseudo_transcript_0	0.232431248	-0.352872082	5	5
pseudo_5474	pseudo_transcript_0	0.13531136	-0.345053324	5	5
pseudo_5475	pseudo_transcript_0	0.039261463	0.330442121	5	5
pseudo_5476	pseudo_transcript_0	0.581981695	0.011543341	5	5
pseudo_5477	pseudo_transcript_0	0.408198437	0.075989462	3	3
pseudo_5478	pseudo_transcript_0	0.572326203	-0.019562593	5	5
pseudo_5479	pseudo_transcript_0	0.894154217	-0.078020008	5	5
pseudo_548	pseudo_transcript_0	0.484858318	0.149535407	5	5
pseudo_5480	pseudo_transcript_0	0.492165821	-0.087742116	5	5
pseudo_5481	pseudo_transcript_0	0.115839502	-0.231719415	5	5
pseudo_5482	pseudo_transcript_0	0.538870128	0.048047344	5	5
pseudo_5483	pseudo_transcript_0	0.092682662	-0.645633376	5	5
pseudo_5484	pseudo_transcript_1	0.185279206	0.101694764	5	5
pseudo_5485	pseudo_transcript_0	0.093818059	-0.303435601	5	5
pseudo_5486	pseudo_transcript_0	0.230809104	0.162481428	5	5
pseudo_5487	pseudo_transcript_0	0.29975697	-0.183908668	5	5
pseudo_5488	pseudo_transcript_0	0.422770861	-0.147632142	5	5
pseudo_5489	pseudo_transcript_0	0.19569769	-0.230270597	5	5
pseudo_549	pseudo_transcript_0	0.81363046	0.06073447	4	4
pseudo_5490	pseudo_transcript_0	0.673923692	-0.033826815	5	5
pseudo_5491	pseudo_transcript_1	0.089750772	-0.311238893	4	4
pseudo_5492	pseudo_transcript_0	0.726897886	0.163488239	5	5
pseudo_5493	pseudo_transcript_0	0.998009537	-0.002602591	5	5
pseudo_5494	pseudo_transcript_0	0.822351878	0.010765354	5	5
pseudo_5495	pseudo_transcript_0	0.222819056	-0.538449233	5	5
pseudo_5496	pseudo_transcript_0	0.425180696	-0.09100485	5	5
pseudo_5497	pseudo_transcript_0	0.2501246	0.013857087	5	5
pseudo_5498	pseudo_transcript_0	0.563870355	0.164988403	5	5
pseudo_5499	pseudo_transcript_0	0.102780698	0.287529153	5	5
pseudo_55	pseudo_transcript_0	0.745075294	0.020280116	5	5
pseudo_550	pseudo_transcript_0	0.679215363	-0.023242657	3	3
pseudo_5500	pseudo_transcript_0	0.251153509	-0.202248614	5	5
pseudo_5501	pseudo_transcript_0	0.29696443	-0.124061704	3	3
pseudo_5502	pseudo_transcript_0	0.985531763	-0.032249415	4	4
pseudo_5503	pseudo_transcript_0	0.22887317	-0.087513467	5	5
pseudo_5504	pseudo_transcript_0	0.415113347	-0.462532755	5	5
pseudo_5505	pseudo_transcript_0	0.87445971	0.081807194	5	5
pseudo_5506	pseudo_transcript_0	0.446730571	-0.087636386	5	5
pseudo_5507	pseudo_transcript_0	0.830772595	-0.062515048	5	5
pseudo_5508	pseudo_transcript_0	0.70578125	0.044385811	5	5
pseudo_5509	pseudo_transcript_0	0.750096864	0.05412013	4	4
pseudo_551	pseudo_transcript_0	0.382135117	-0.020092242	5	5
pseudo_5510	pseudo_transcript_0	0.285645751	0.143755447	5	5
pseudo_5511	pseudo_transcript_0	0.730646527	-0.02027198	5	5
pseudo_5512	pseudo_transcript_0	0.544929648	0.051829257	5	5
pseudo_5513	pseudo_transcript_0	0.654001234	-0.12186034	5	5
pseudo_5514	pseudo_transcript_0	0.767838335	0.026388271	5	5
pseudo_5515	pseudo_transcript_0	0.031786385	-0.284822667	5	5
pseudo_5516	pseudo_transcript_0	0.667861584	-0.039701065	5	5
pseudo_5517	pseudo_transcript_0	0.450215366	0.11545887	5	5
pseudo_5518	pseudo_transcript_0	0.420369045	-0.040698544	5	5
pseudo_5519	pseudo_transcript_0	0.042288654	-0.255591804	5	5
pseudo_552	pseudo_transcript_0	0.309154728	0.248712036	5	5
pseudo_5520	pseudo_transcript_1	0.140162395	0.192410867	5	5
pseudo_5521	pseudo_transcript_0	0.536127011	-0.047914442	5	5
pseudo_5522	pseudo_transcript_0	0.713829573	-0.056587961	5	5
pseudo_5523	pseudo_transcript_0	0.967498058	0.014108313	5	5
pseudo_5524	pseudo_transcript_0	0.558825902	-0.34370024	5	5
pseudo_5525	pseudo_transcript_0	0.154794632	0.179294455	5	5
pseudo_5526	pseudo_transcript_0	0.996019086	-0.029024228	5	5
pseudo_5527	pseudo_transcript_0	0.450714448	0.156148252	5	5
pseudo_5528	pseudo_transcript_0	0.38668024	-0.161040097	5	5
pseudo_5529	pseudo_transcript_0	0.014865562	0.291111143	5	5
pseudo_553	pseudo_transcript_0	0.242334075	0.241815952	5	5
pseudo_5530	pseudo_transcript_0	0.718176578	0.080562011	5	5
pseudo_5531	pseudo_transcript_0	0.49953199	0.067166324	5	5
pseudo_5532	pseudo_transcript_0	0.144687526	0.257256435	5	5
pseudo_5533	pseudo_transcript_0	0.752639377	-0.06000254	5	5
pseudo_5534	pseudo_transcript_1	0.685499947	-0.301460261	5	5
pseudo_5535	pseudo_transcript_0	0.401444879	-0.228193212	5	5
pseudo_5536	pseudo_transcript_0	0.809437114	0.089644303	5	5
pseudo_5537	pseudo_transcript_0	0.315126168	0.126349733	5	5
pseudo_5538	pseudo_transcript_0	0.432945875	-0.213891205	5	5
pseudo_5539	pseudo_transcript_0	0.18144597	-0.368962436	5	5
pseudo_554	pseudo_transcript_0	0.261605152	-0.077100474	5	5
pseudo_5540	pseudo_transcript_0	0.111100081	-0.225103423	5	5
pseudo_5541	pseudo_transcript_0	0.583122621	-0.071600589	5	5
pseudo_5542	pseudo_transcript_0	0.152636001	0.144664817	5	5
pseudo_5543	pseudo_transcript_0	0.362090335	-0.099308975	5	5
pseudo_5544	pseudo_transcript_0	0.036271845	0.260940506	5	5
pseudo_5545	pseudo_transcript_0	0.312330127	0.188599262	5	5
pseudo_5546	pseudo_transcript_0	0.72275432	-0.040285617	4	4
pseudo_5547	pseudo_transcript_0	0.129116253	0.434474195	5	5
pseudo_5548	pseudo_transcript_0	0.333076704	0.122271524	5	5
pseudo_5549	pseudo_transcript_0	0.030294952	0.326948376	5	5
pseudo_555	pseudo_transcript_0	0.891524237	-0.054905401	5	5
pseudo_5550	pseudo_transcript_0	0.871839369	-0.080124247	5	5
pseudo_5551	pseudo_transcript_0	0.30600074	0.157983435	5	5
pseudo_5552	pseudo_transcript_0	0.751377023	-0.042592541	5	5
pseudo_5553	pseudo_transcript_0	1	0.008501517	5	5
pseudo_5554	pseudo_transcript_0	0.232756646	0.181440276	5	5
pseudo_5555	pseudo_transcript_0	0.944312256	0.010470986	5	5
pseudo_5556	pseudo_transcript_0	0.499003901	-0.187524397	5	5
pseudo_5557	pseudo_transcript_0	0.606737981	-0.172145391	5	5
pseudo_5558	pseudo_transcript_1	0.738790581	0.056880022	5	5
pseudo_5559	pseudo_transcript_0	0.232756646	-0.092120623	5	5
pseudo_556	pseudo_transcript_0	0.675746483	0.089735628	5	5
pseudo_5560	pseudo_transcript_0	0.860718941	-0.013236522	5	5
pseudo_5561	pseudo_transcript_0	0.902709545	-0.055250251	5	5
pseudo_5562	pseudo_transcript_0	0.567808923	-0.233720163	5	5
pseudo_5563	pseudo_transcript_0	0.01696768	-0.332055927	5	5
pseudo_5564	pseudo_transcript_0	0.168235989	-0.307231274	5	5
pseudo_5565	pseudo_transcript_0	0.108513648	0.22402244	5	5
pseudo_5566	pseudo_transcript_0	0.314325626	-0.112050968	5	5
pseudo_5567	pseudo_transcript_0	0.581981695	0.116123425	5	5
pseudo_5568	pseudo_transcript_0	0.407067728	-0.053645556	5	5
pseudo_5569	pseudo_transcript_0	0.454718364	-0.050993841	5	5
pseudo_557	pseudo_transcript_0	0.814029392	-0.166444827	3	3
pseudo_5570	pseudo_transcript_0	0.101039409	0.246436101	5	5
pseudo_5571	pseudo_transcript_0	0.18144597	-0.403307117	5	5
pseudo_5572	pseudo_transcript_0	0.684277853	0.04204435	5	5
pseudo_5573	pseudo_transcript_0	0.249440299	0.088225118	5	5
pseudo_5574	pseudo_transcript_0	0.689171159	0.056654533	5	5
pseudo_5575	pseudo_transcript_0	0.516048866	0.086527707	5	5
pseudo_5576	pseudo_transcript_0	0.348672375	0.06128371	5	5
pseudo_5577	pseudo_transcript_0	0.695920706	-0.210708867	5	5
pseudo_5578	pseudo_transcript_0	0.747593966	-0.052306833	5	5
pseudo_5579	pseudo_transcript_0	0.98606745	0.070020927	5	5
pseudo_558	pseudo_transcript_0	0.254604519	0.225527862	5	5
pseudo_5580	pseudo_transcript_0	0.068715805	0.280479992	5	5
pseudo_5581	pseudo_transcript_0	0.236028403	-0.185099817	5	5
pseudo_5582	pseudo_transcript_0	0.036197813	0.371900244	5	5
pseudo_5583	pseudo_transcript_0	0.382588149	-0.202906529	5	5
pseudo_5584	pseudo_transcript_0	0.405188246	0.125136112	5	5
pseudo_5585	pseudo_transcript_0	0.289414552	-0.233653293	5	5
pseudo_5586	pseudo_transcript_0	0.147921143	-0.093365635	5	5
pseudo_5587	pseudo_transcript_0	0.235699771	0.168989779	5	5
pseudo_5588	pseudo_transcript_0	0.074608514	0.288495074	5	5
pseudo_5589	pseudo_transcript_0	0.524683209	0.096844299	5	5
pseudo_559	pseudo_transcript_0	0.043744397	0.338769079	5	5
pseudo_5590	pseudo_transcript_0	0.637881641	-0.042883171	5	5
pseudo_5591	pseudo_transcript_0	0.088873392	0.219490157	5	5
pseudo_5592	pseudo_transcript_0	0.547074461	-0.158548479	4	4
pseudo_5593	pseudo_transcript_0	0.945636076	-0.028307671	5	5
pseudo_5594	pseudo_transcript_0	0.067709359	-0.250089418	5	5
pseudo_5595	pseudo_transcript_0	0.60615694	-0.045565909	5	5
pseudo_5596	pseudo_transcript_0	0.929761187	-0.142356684	5	5
pseudo_5597	pseudo_transcript_0	0.968823978	-0.023489799	5	5
pseudo_5598	pseudo_transcript_0	0.915233562	0.097798763	5	5
pseudo_5599	pseudo_transcript_1	0.602197403	0.048607767	4	4
pseudo_56	pseudo_transcript_0	0.41893181	-0.081512337	5	5
pseudo_560	pseudo_transcript_0	0.362839996	0.106064829	4	4
pseudo_5600	pseudo_transcript_0	0.467868537	-0.240457992	5	5
pseudo_5601	pseudo_transcript_0	0.486419247	0.037074421	5	5
pseudo_5602	pseudo_transcript_0	0.230456129	-0.158350218	4	4
pseudo_5603	pseudo_transcript_0	0.663630936	-0.149197976	5	5
pseudo_5604	pseudo_transcript_0	0.380777994	0.16612069	5	5
pseudo_5605	pseudo_transcript_0	0.146991668	-0.186524448	5	5
pseudo_5606	pseudo_transcript_0	0.142637553	-0.232268645	5	5
pseudo_5607	pseudo_transcript_0	0.649207769	0.083535052	5	5
pseudo_5608	pseudo_transcript_0	0.928439452	0.036881214	5	5
pseudo_5609	pseudo_transcript_0	0.258789096	0.058750544	5	5
pseudo_561	pseudo_transcript_0	0.393559466	-0.12153634	5	5
pseudo_5610	pseudo_transcript_0	0.95093282	-0.008337997	5	5
pseudo_5611	pseudo_transcript_0	0.783765997	-0.158043772	5	5
pseudo_5612	pseudo_transcript_0	0.413686742	0.087645597	5	5
pseudo_5613	pseudo_transcript_0	0.096788921	-0.189063938	5	5
pseudo_5614	pseudo_transcript_0	0.633729893	-0.125433668	5	5
pseudo_5615	pseudo_transcript_0	0.632545786	-0.133628993	5	5
pseudo_5616	pseudo_transcript_0	0.741930786	-0.086629676	5	5
pseudo_5617	pseudo_transcript_0	0.334324184	-0.196657207	5	5
pseudo_5618	pseudo_transcript_0	0.705408941	-0.039740203	4	4
pseudo_5619	pseudo_transcript_0	0.089185935	-0.179913725	5	5
pseudo_562	pseudo_transcript_0	0.7927257	-0.04143913	5	5
pseudo_5620	pseudo_transcript_0	0.850277783	0.027718801	5	5
pseudo_5621	pseudo_transcript_0	0.98606745	-0.120266028	5	5
pseudo_5622	pseudo_transcript_0	0.895469646	-0.107465316	5	5
pseudo_5623	pseudo_transcript_0	0.989384497	0.007873843	5	5
pseudo_5624	pseudo_transcript_0	0.205942314	-0.242148518	5	5
pseudo_5625	pseudo_transcript_0	0.428567907	0.120553774	5	5
pseudo_5626	pseudo_transcript_0	0.579702979	0.079962968	5	5
pseudo_5627	pseudo_transcript_0	0.929761187	-0.015293087	5	5
pseudo_5628	pseudo_transcript_0	0.47864183	0.060345639	5	5
pseudo_5629	pseudo_transcript_0	0.453214552	-0.15187151	5	5
pseudo_563	pseudo_transcript_0	0.171338565	0.17580282	5	5
pseudo_5630	pseudo_transcript_1	0.269819007	-0.115277793	5	5
pseudo_5631	pseudo_transcript_0	0.02522424	0.311751886	4	4
pseudo_5632	pseudo_transcript_0	0.975454799	-0.047988051	5	5
pseudo_5633	pseudo_transcript_0	0.834665706	-0.01856115	5	5
pseudo_5634	pseudo_transcript_0	0.04054716	0.269215693	5	5
pseudo_5635	pseudo_transcript_0	0.60731927	0.083271451	5	5
pseudo_5636	pseudo_transcript_0	0.494789888	-0.041561895	5	5
pseudo_5637	pseudo_transcript_0	0.261958643	-0.138810423	5	5
pseudo_5638	pseudo_transcript_0	0.429538557	0.034662511	5	5
pseudo_5639	pseudo_transcript_0	0.16926546	0.411637796	5	5
pseudo_564	pseudo_transcript_0	0.939680121	-0.052161775	5	5
pseudo_5640	pseudo_transcript_0	0.416066029	0.120170487	5	5
pseudo_5641	pseudo_transcript_0	0.658207264	0.151389695	5	5
pseudo_5642	pseudo_transcript_0	0.237016244	-0.183448006	5	5
pseudo_5643	pseudo_transcript_0	0.541069677	0.027698657	5	5
pseudo_5644	pseudo_transcript_0	0.400512291	0.125920966	5	5
pseudo_5645	pseudo_transcript_0	0.733775321	-0.014850302	5	5
pseudo_5646	pseudo_transcript_0	0.962195312	0.034134348	5	5
pseudo_5647	pseudo_transcript_0	0.258438572	0.17306563	5	5
pseudo_5648	pseudo_transcript_0	0.234715818	0.113089357	5	5
pseudo_5649	pseudo_transcript_0	0.115262516	0.226330193	5	5
pseudo_565	pseudo_transcript_0	0.752008117	0.058076717	5	5
pseudo_5650	pseudo_transcript_0	0.771652323	0.067307253	5	5
pseudo_5651	pseudo_transcript_0	0.808148425	0.070473574	5	5
pseudo_5652	pseudo_transcript_0	0.810726319	0.237374881	5	5
pseudo_5653	pseudo_transcript_0	0.669072289	0.135614143	5	5
pseudo_5654	pseudo_transcript_0	0.890866927	0.049206108	5	5
pseudo_5655	pseudo_transcript_0	0.210147423	0.077179584	5	5
pseudo_5656	pseudo_transcript_0	0.071416331	-0.292759223	5	5
pseudo_5657	pseudo_transcript_0	0.259842646	-0.180905965	5	5
pseudo_5658	pseudo_transcript_0	0.972139148	-0.053310512	5	5
pseudo_5659	pseudo_transcript_0	0.634305896	0.06470456	4	4
pseudo_566	pseudo_transcript_0	0.640259189	-0.060416939	5	5
pseudo_5660	pseudo_transcript_0	0.808792704	0.011137388	5	5
pseudo_5661	pseudo_transcript_0	0.506424069	-0.093226062	5	5
pseudo_5662	pseudo_transcript_0	0.365604874	-0.182280756	5	5
pseudo_5663	pseudo_transcript_0	0.897443326	-0.003160449	5	5
pseudo_5664	pseudo_transcript_0	0.444746171	0.029007331	5	5
pseudo_5665	pseudo_transcript_0	0.422770861	-0.059805651	5	5
pseudo_5666	pseudo_transcript_1	0.445737742	-0.086516748	5	5
pseudo_5667	pseudo_transcript_0	0.547695117	-0.004614158	5	5
pseudo_5668	pseudo_transcript_0	0.076247788	-0.364252845	5	5
pseudo_5669	pseudo_transcript_0	0.837263373	0.10417847	5	5
pseudo_567	pseudo_transcript_0	0.560775099	0.058070345	4	4
pseudo_5670	pseudo_transcript_0	0.356858368	-0.155316346	5	5
pseudo_5671	pseudo_transcript_0	0.961532582	-0.060769627	5	5
pseudo_5672	pseudo_transcript_0	0.562747472	-0.011678925	5	5
pseudo_5673	pseudo_transcript_0	0.10943185	-0.222571991	5	5
pseudo_5674	pseudo_transcript_1	0.01231476	0.307111149	5	5
pseudo_5675	pseudo_transcript_0	0.107419865	-0.193075609	5	5
pseudo_5676	pseudo_transcript_0	0.883641566	-0.064508045	5	5
pseudo_5677	pseudo_transcript_0	0.340185523	-0.171509426	5	5
pseudo_5678	pseudo_transcript_0	0.505892139	-0.404073724	5	5
pseudo_5679	pseudo_transcript_0	0.029108637	0.538674806	5	5
pseudo_568	pseudo_transcript_0	0.525767681	-0.267604428	5	5
pseudo_5680	pseudo_transcript_0	0.374483979	-0.129353643	5	5
pseudo_5681	pseudo_transcript_0	0.38329652	-0.131232418	4	4
pseudo_5682	pseudo_transcript_0	0.760227284	-0.077623094	5	5
pseudo_5683	pseudo_transcript_0	0.275955794	-0.107787335	4	4
pseudo_5684	pseudo_transcript_0	0.639664455	-0.012775543	5	5
pseudo_5685	pseudo_transcript_1	0.152874711	0.187082353	5	5
pseudo_5686	pseudo_transcript_0	0.782488346	-0.147216027	5	5
pseudo_5687	pseudo_transcript_0	0.17793953	-0.173636357	5	5
pseudo_5688	pseudo_transcript_0	0.027258882	-0.288557778	5	5
pseudo_5689	pseudo_transcript_0	0.259491133	0.121266282	5	5
pseudo_569	pseudo_transcript_0	0.878392796	0.026043539	5	5
pseudo_5690	pseudo_transcript_0	0.063804121	-0.308674489	5	5
pseudo_5691	pseudo_transcript_0	0.150972961	-0.2094272	5	5
pseudo_5692	pseudo_transcript_0	0.929100295	-0.01185425	5	5
pseudo_5693	pseudo_transcript_0	0.933727538	0.151241112	5	5
pseudo_5694	pseudo_transcript_0	0.342294723	-0.296773581	5	5
pseudo_5695	pseudo_transcript_0	0.110727639	0.27747926	5	5
pseudo_5696	pseudo_transcript_0	0.433433908	-0.107240873	5	5
pseudo_5697	pseudo_transcript_0	0.194265213	0.152472812	5	5
pseudo_5698	pseudo_transcript_0	0.330177617	0.22084738	5	5
pseudo_5699	pseudo_transcript_0	0.510155794	0.210960284	5	5
pseudo_57	pseudo_transcript_0	0.228551642	0.145582684	5	5
pseudo_570	pseudo_transcript_0	0.358597041	-0.281116792	5	5
pseudo_5700	pseudo_transcript_0	0.303258559	-0.212879239	5	5
pseudo_5701	pseudo_transcript_0	0.370472001	-0.062186861	5	5
pseudo_5702	pseudo_transcript_0	0.878392796	0.011266148	5	5
pseudo_5703	pseudo_transcript_0	0.041784744	0.341767818	5	5
pseudo_5704	pseudo_transcript_0	0.181717806	0.096522742	5	5
pseudo_5705	pseudo_transcript_1	0.502706748	-0.171215741	5	5
pseudo_5706	pseudo_transcript_0	0.215028951	-0.084882636	5	5
pseudo_5707	pseudo_transcript_0	0.162657768	-0.20935238	5	5
pseudo_5708	pseudo_transcript_0	0.721909864	-0.168508559	5	5
pseudo_5709	pseudo_transcript_0	0.461267267	0.198578731	5	5
pseudo_571	pseudo_transcript_0	0.494264477	-0.181745444	5	5
pseudo_5710	pseudo_transcript_0	0.473494864	0.099033759	5	5
pseudo_5711	pseudo_transcript_0	0.945636076	0.022834318	5	5
pseudo_5712	pseudo_transcript_0	0.845717907	-0.14651556	5	5
pseudo_5713	pseudo_transcript_2	0.074744012	-0.315121955	5	5
pseudo_5714	pseudo_transcript_0	0.135965122	-0.221837593	5	5
pseudo_5715	pseudo_transcript_0	0.218432072	-0.139285298	5	5
pseudo_5716	pseudo_transcript_0	0.914573851	-0.070375216	5	5
pseudo_5717	pseudo_transcript_0	0.419889645	0.083156291	5	5
pseudo_5718	pseudo_transcript_0	0.052477384	-0.263158541	5	5
pseudo_5719	pseudo_transcript_0	0.847671516	-0.006304197	5	5
pseudo_572	pseudo_transcript_0	0.995355607	0.012056918	5	5
pseudo_5720	pseudo_transcript_0	0.660013175	-0.038153542	5	5
pseudo_5721	pseudo_transcript_0	0.47554999	-0.032045279	5	5
pseudo_5722	pseudo_transcript_0	0.118758552	-0.164871259	5	5
pseudo_5723	pseudo_transcript_0	0.093167903	0.20336952	5	5
pseudo_5724	pseudo_transcript_0	0.381682413	0.156901491	5	5
pseudo_5725	pseudo_transcript_0	0.392637977	0.089527607	5	5
pseudo_5726	pseudo_transcript_0	0.238685521	0.213284878	1	1
pseudo_5727	pseudo_transcript_0	0.342717565	0.186757698	5	5
pseudo_5728	pseudo_transcript_0	0.65700443	-0.129278017	5	5
pseudo_5729	pseudo_transcript_0	0.974791633	0.040533528	5	5
pseudo_573	pseudo_transcript_0	0.105437291	-0.278360254	5	5
pseudo_5730	pseudo_transcript_0	0.245361969	-0.099308046	5	5
pseudo_5731	pseudo_transcript_0	0.844072678	-0.109688048	4	4
pseudo_5732	pseudo_transcript_0	0.76593344	0.057795267	5	5
pseudo_5733	pseudo_transcript_0	0.961532582	0.012163514	5	5
pseudo_5734	pseudo_transcript_0	0.563308778	-0.0866152	5	5
pseudo_5735	pseudo_transcript_0	0.878415163	-0.067498957	4	4
pseudo_5736	pseudo_transcript_0	0.728146712	0.108050242	5	5
pseudo_5737	pseudo_transcript_0	0.484338612	-0.159427793	5	5
pseudo_5738	pseudo_transcript_0	0.095294218	-0.260352276	5	5
pseudo_5739	pseudo_transcript_0	0.376724419	0.058742074	5	5
pseudo_574	pseudo_transcript_0	0.466849563	0.004320832	5	5
pseudo_5740	pseudo_transcript_0	0.683667115	-0.092817326	5	5
pseudo_5741	pseudo_transcript_0	0.821704964	0.08002169	5	5
pseudo_5742	pseudo_transcript_0	0.402378769	-0.111168346	5	5
pseudo_5743	pseudo_transcript_0	0.502176882	-0.125731116	5	5
pseudo_5744	pseudo_transcript_0	0.206539273	-0.22339204	5	5
pseudo_5745	pseudo_transcript_1	0.140834138	0.257550785	5	5
pseudo_5746	pseudo_transcript_0	0.625461002	0.099307803	5	5
pseudo_5747	pseudo_transcript_1	0.835964316	-0.060210647	5	5
pseudo_5748	pseudo_transcript_0	0.289036172	-0.091030802	5	5
pseudo_5749	pseudo_transcript_0	0.493739365	-0.153602627	5	5
pseudo_575	pseudo_transcript_0	0.34314074	-0.158162298	5	5
pseudo_5750	pseudo_transcript_0	0.18144597	-0.56858629	5	5
pseudo_5751	pseudo_transcript_0	0.187496347	-0.281039902	5	5
pseudo_5752	pseudo_transcript_0	0.646816457	-0.110871224	5	5
pseudo_5753	pseudo_transcript_0	0.249098639	-0.128502957	5	5
pseudo_5754	pseudo_transcript_0	0.639069951	-0.069239526	5	5
pseudo_5755	pseudo_transcript_0	0.125178383	0.22115978	5	5
pseudo_5756	pseudo_transcript_0	0.812187444	-0.080646695	4	4
pseudo_5757	pseudo_transcript_0	0.894154217	-0.047036034	5	5
pseudo_5758	pseudo_transcript_1	0.192556416	-0.266417993	5	5
pseudo_5759	pseudo_transcript_1	0.731271929	-0.001524318	5	5
pseudo_576	pseudo_transcript_0	0.342294723	-0.116614194	5	5
pseudo_5760	pseudo_transcript_0	0.800427336	-0.102407004	5	5
pseudo_5761	pseudo_transcript_0	0.802355813	0.031065687	5	5
pseudo_5762	pseudo_transcript_0	0.848974443	0.081168814	5	5
pseudo_5763	pseudo_transcript_0	0.450714448	-0.122997313	5	5
pseudo_5764	pseudo_transcript_0	0.891524237	-0.014945331	5	5
pseudo_5765	pseudo_transcript_0	0.938357022	0.004037527	5	5
pseudo_5766	pseudo_transcript_0	0.819764951	0.032297009	5	5
pseudo_5767	pseudo_transcript_0	0.986730842	0.030845753	5	5
pseudo_5768	pseudo_transcript_0	0.933667458	-0.073219599	4	4
pseudo_5769	pseudo_transcript_0	0.887222934	0.024955965	4	4
pseudo_577	pseudo_transcript_0	0.625461002	-0.135015587	5	5
pseudo_5770	pseudo_transcript_0	0.613145783	-0.135895421	5	5
pseudo_5771	pseudo_transcript_0	0.541620264	0.115909498	5	5
pseudo_5772	pseudo_transcript_0	0.707635675	-0.120208151	5	5
pseudo_5773	pseudo_transcript_0	0.836613789	-0.07238984	5	5
pseudo_5774	pseudo_transcript_0	0.140609949	0.103474907	5	5
pseudo_5775	pseudo_transcript_0	0.568372649	-0.121921327	5	5
pseudo_5776	pseudo_transcript_0	0.898101362	-0.065955907	5	5
pseudo_5777	pseudo_transcript_0	0.219991672	-0.213697666	5	5
pseudo_5778	pseudo_transcript_0	0.089656409	-0.471988754	5	5
pseudo_5779	pseudo_transcript_0	0.440299704	-0.201986433	5	5
